Time,MSD
3.183183183183182940e+00,8.977859510065824751e-12
3.193193193193192947e+00,8.978272991769351751e-12
3.203203203203202953e+00,8.978678751551655879e-12
3.213213213213213404e+00,8.979076933622421236e-12
3.223223223223223410e+00,8.979467679498169172e-12
3.233233233233233417e+00,8.979851128052548284e-12
3.243243243243243423e+00,8.980227415565687371e-12
3.253253253253253430e+00,8.980596675772635586e-12
3.263263263263263436e+00,8.980959039910894618e-12
3.273273273273273443e+00,8.981314636767055856e-12
3.283283283283283449e+00,8.981663592722573193e-12
3.293293293293293456e+00,8.982006031798681204e-12
3.303303303303303462e+00,8.982342075700476434e-12
3.313313313313313468e+00,8.982671843860161825e-12
3.323323323323323475e+00,8.982995453479505955e-12
3.333333333333333481e+00,8.983313019571491266e-12
3.343343343343343488e+00,8.983624655001186795e-12
3.353353353353353494e+00,8.983930470525869672e-12
3.363363363363363501e+00,8.984230574834384050e-12
3.373373373373373507e+00,8.984525074585768176e-12
3.383383383383383514e+00,8.984814074447165764e-12
3.393393393393393520e+00,8.985097677131021654e-12
3.403403403403403527e+00,8.985375983431592466e-12
3.413413413413413533e+00,8.985649092260760937e-12
3.423423423423423539e+00,8.985917100683195939e-12
3.433433433433433546e+00,8.986180103950846889e-12
3.443443443443443552e+00,8.986438195536804830e-12
3.453453453453453559e+00,8.986691467168509216e-12
3.463463463463463565e+00,8.986940008860358535e-12
3.473473473473473572e+00,8.987183908945702164e-12
3.483483483483483578e+00,8.987423254108228000e-12
3.493493493493493585e+00,8.987658129412776552e-12
3.503503503503503591e+00,8.987888618335575036e-12
3.513513513513513598e+00,8.988114802793893095e-12
3.523523523523523604e+00,8.988336763175175065e-12
3.533533533533533610e+00,8.988554578365593863e-12
3.543543543543543617e+00,8.988768325778097581e-12
3.553553553553553623e+00,8.988978081379918082e-12
3.563563563563563630e+00,8.989183919719572316e-12
3.573573573573573636e+00,8.989385913953356328e-12
3.583583583583583643e+00,8.989584135871344903e-12
3.593593593593593649e+00,8.989778655922908150e-12
3.603603603603603656e+00,8.989969543241748254e-12
3.613613613613613662e+00,8.990156865670469329e-12
3.623623623623623669e+00,8.990340689784693282e-12
3.633633633633633675e+00,8.990521080916715242e-12
3.643643643643643681e+00,8.990698103178726012e-12
3.653653653653653688e+00,8.990871819485598307e-12
3.663663663663663694e+00,8.991042291577244865e-12
3.673673673673673701e+00,8.991209580040571043e-12
3.683683683683683707e+00,8.991373744330989596e-12
3.693693693693693714e+00,8.991534842793565476e-12
3.703703703703703720e+00,8.991692932683750282e-12
3.713713713713713727e+00,8.991848070187730575e-12
3.723723723723723733e+00,8.992000310442386846e-12
3.733733733733733740e+00,8.992149707554908356e-12
3.743743743743743746e+00,8.992296314622007315e-12
3.753753753753753752e+00,8.992440183748798635e-12
3.763763763763763759e+00,8.992581366067309709e-12
3.773773773773773765e+00,8.992719911754667077e-12
3.783783783783783772e+00,8.992855870050913120e-12
3.793793793793793778e+00,8.992989289276520641e-12
3.803803803803803785e+00,8.993120216849553632e-12
3.813813813813813791e+00,8.993248699302535617e-12
3.823823823823823798e+00,8.993374782298970647e-12
3.833833833833833804e+00,8.993498510649579953e-12
3.843843843843843811e+00,8.993619928328234864e-12
